Date,Close
2019-05-03,11709.9
2019-05-06,11592.25
2019-05-07,11495.45
2019-05-08,11361.6
2019-05-09,11297.9
2019-05-10,11256.8
2019-05-13,11154.7
2019-05-14,11239.3
2019-05-15,11142.5
2019-05-16,11275.55
2019-05-17,11417.25
2019-05-20,11832.7
2019-05-21,11712.05
2019-05-22,11755.0
2019-05-23,11682.5
2019-05-24,11845.3
2019-05-27,11920.5
2019-05-28,11941.2
2019-05-29,11861.95
2019-05-30,11944.4
2019-05-31,11918.25
2019-06-03,12092.35
2019-06-04,12036.2
2019-06-06,11848.5
2019-06-07,11863.75
2019-06-10,11928.3
2019-06-11,11962.85
2019-06-12,11917.3
2019-06-13,11905.55
2019-06-14,11810.85
2019-06-17,11674.0
2019-06-18,11700.8
2019-06-19,11706.8
2019-06-20,11841.9
2019-06-21,11732.95
2019-06-24,11702.7
2019-06-25,11776.9
2019-06-26,11840.1
2019-06-27,11843.75
2019-06-28,11793.9
2019-07-01,11864.55
2019-07-02,11907.5
2019-07-03,11913.55
2019-07-04,11938.3
2019-07-05,11802.05
2019-07-08,11564.0
2019-07-09,11552.7
2019-07-10,11494.0
2019-07-11,11575.6
2019-07-12,11547.65
2019-07-15,11587.65
2019-07-16,11661.05
2019-07-17,11686.25
2019-07-18,11600.85
2019-07-19,11437.15
2019-07-22,11336.0
2019-07-23,11328.45
2019-07-24,11268.3
2019-07-25,11261.75
2019-07-26,11297.7
2019-07-29,11192.15
2019-07-30,11080.6
2019-07-31,11113.8
2019-08-01,10991.3
2019-08-02,11000.35
2019-08-05,10858.65
2019-08-06,10931.4
2019-08-07,10838.75
2019-08-08,11048.0
2019-08-09,11111.05
2019-08-13,10922.35
2019-08-14,11013.9
2019-08-16,11042.5
2019-08-19,11055.1
2019-08-20,11023.55
2019-08-21,10919.15
2019-08-22,10736.4
2019-08-23,10841.75
2019-08-26,11057.85
2019-08-27,11115.55
2019-08-28,11043.85
2019-08-29,10961.4
2019-08-30,11033.85
